Einreichung	0.20946266520495993
aufrechterhalten	0.32926344660502355
weitgreifend	0.3494556660475648
Dynamik	0.4657332111861756
Abgesang	0.4744270240116395
vergönnen	0.4839542259986816
Titel	0.5098629942978966
Pachtzins	0.5205350506457055
Armenhaus	0.5480437621485036
Mulatte	0.5603708928026188
Frechheit	0.5496439900038674
Mißklang	0.5479307252859906
abbauen	0.5455718863891031
vorliegen	0.5368123116741276
Ohrwurm	0.5385793985691776
Tragfähigkeit	0.5338931112266431
Kubikmeter	0.545926879218723
Ackergerät	0.5412257140850254
Spielball	0.5486436549500421
Seminar	0.5598087101361106
abdecken	0.5590594430114803
zersetzen	0.554767130629626
Engpaß	0.5563835501493803
Fuß	0.5563777725418837
Lyzeum	0.5611558821275268
voranstellen	0.5582389552917433
Tier	0.5636961697061521
artikulieren	0.56383685445853
Entscheidung	0.5597205230558424
Manschette	0.5592852035224979
Rezeption	0.5633811366053798
überspannen	0.5598018975585176
Mut	0.5653758563237358
Gesichtsausdruck	0.5601071332094588
vorweisen	0.5562983834279874
Eintagsfliege	0.5549552291631225
Unentschlossenheit	0.5507869374161483
beimischen	0.5487962179755839
Ausnahmegesetz	0.5472376797317584
Sensation	0.5539674890335341
Schmiere	0.5533296395753601
ausspannen	0.5501101656575608
Truppenteil	0.5494245977005747
packen	0.5497905163197716
Behandlung	0.549283953607247
Knotenpunkt	0.5501542807053453
abgebrüht	0.5491092384073952
verbauen	0.5468899948161335
Festspiel	0.5473480165830568
Naturschönheit	0.5447176237781135
