fack	0.1556337027623185
kokärt	0.42076065118315
framlida	0.5019672261611402
bolagsstämma	0.5587211179021794
stöt	0.5869600322293187
bearbeta	0.59951400558018
uppslag	0.6125634083248355
annandag	0.6277413688415597
bäck	0.6349554461587826
ledning	0.6464338406727064
uträtta	0.6529746105487695
bröllop	0.6534432763719495
blockera	0.6548283114476641
krita	0.6517214089828575
aktiv	0.656386335971076
central	0.660272493151864
vaktmästare	0.6586068746892789
gloria	0.6608235977846728
studie	0.6624026017763873
motiv	0.6652509266467719
by	0.6686999750550027
notis	0.6694056446290665
granskare	0.6660440491579155
gagn	0.6691943599306973
ingående	0.6721663960440432
anda	0.675949500087595
uppfattning	0.6770820660357493
konduktör	0.6755445193394022
sittning	0.6736005711083762
förhandling	0.6733397082312896
mode	0.672873807759489
uppläggning	0.6720995709239267
fången	0.6724549955235565
dun	0.6736446967893951
färg	0.6745933617712901
kemisk	0.6758654189549983
undertrycka	0.6731529103816696
bedömande	0.6743770699325278
antyda	0.6716117813117136
uppfostran	0.6721535064949696
vegetation	0.6716797396592961
jordisk	0.6714568137287695
medium	0.6723251080803615
beredning	0.6718948886268098
